FID,ID,kabko,lat,long,tanggal_ms,tanggal_iso,hari,populasi,otg,odp_aktif,pdp_aktif,pos_aktif,pos_rs,pos_meninggal,pos_sembuh,pos_total
17,17,KOTA SURABAYA,-7.275337639307448,112.71363351653169,1587945600000,2020-04-27,38,2904751,834,973,657,248,123,51,73,372
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1595635200000,2020-07-25,127,1252020,357,0,7,41,20,24,168,233
14,14,KOTA MALANG,-7.973888408397212,112.63152711630734,1587859200000,2020-04-26,37,874890,166,231,92,6,0,0,8,14
28,28,KAB. PASURUAN,-7.744863580585447,112.8293823218661,1588377600000,2020-05-02,43,1637682,102,48,37,17,13,0,0,17
19,19,KAB. LUMAJANG,-8.125770943561417,113.13810760043462,1588550400000,2020-05-04,45,1044718,320,35,28,18,12,4,2,24
16,16,KOTA PASURUAN,-7.653908694784588,112.90350678883776,1587686400000,2020-04-24,35,201585,23,29,4,2,2,1,0,3
26,26,KAB. PACITAN,-8.126544974660256,111.1770213777301,1588636800000,2020-05-05,46,555984,87,44,3,6,6,0,0,6
32,32,KAB. SAMPANG,-7.0521583726368195,113.25464034634773,1588118400000,2020-04-29,40,989001,67,83,0,0,0,0,0,0
27,27,KAB. PAMEKASAN,-7.066837926822245,113.50218375760778,1588377600000,2020-05-02,43,888214,252,26,7,7,7,1,2,10
31,31,KOTA PROBOLINGGO,-7.778651716004378,113.21296062724616,1587945600000,2020-04-27,38,239024,149,57,6,4,4,0,1,5
7,7,KAB. JEMBER,-8.237433005193287,113.6603278578234,1590105600000,2020-05-22,63,2459890,464,258,43,18,18,2,5,25
18,18,KAB. LAMONGAN,-7.133763623538353,112.29995716806015,1589587200000,2020-05-16,57,1189380,609,86,55,45,12,10,9,64
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1595721600000,2020-07-26,128,1252020,357,0,9,41,20,24,168,233
24,24,KAB. NGANJUK,-7.597780502207114,111.93775681398986,1588723200000,2020-05-06,47,1057011,473,25,17,10,10,0,2,12
35,35,KAB. SUMENEP,-6.965092664272632,114.39756286532563,1588204800000,2020-04-30,41,1092387,30,38,0,5,5,0,0,5
2,2,KAB. BANYUWANGI,-8.365847665700583,114.20611422681587,1592438400000,2020-06-18,90,1617814,422,21,13,17,14,1,5,23
36,36,KAB. TRENGGALEK,-8.161734942800587,111.63119962848296,1588204800000,2020-04-30,41,697600,34,122,4,1,1,0,1,2
10,10,KOTA BATU,-7.8370150188904315,112.52901726202722,1587945600000,2020-04-27,38,209125,107,44,12,2,2,0,1,3
25,25,KAB. NGAWI,-7.438304681660863,111.3427864312792,1588464000000,2020-05-03,44,830134,241,28,3,1,1,0,0,1
15,15,KOTA MOJOKERTO,-7.469048431478218,112.43831158090602,1587772800000,2020-04-25,36,129891,1,129,1,0,0,0,0,0
21,21,KAB. MAGETAN,-7.663073134455289,111.35567933038956,1588550400000,2020-05-04,45,629020,43,75,10,38,4,1,9,48
6,6,KAB. GRESIK,-6.86732310199931,112.58723103428937,1592524800000,2020-06-19,91,1326420,300,177,270,321,321,42,60,423
20,20,KAB. MADIUN,-7.625293177261655,111.64444912366632,1588636800000,2020-05-05,46,683784,419,38,17,5,5,0,3,8
31,31,KOTA PROBOLINGGO,-7.778651716004378,113.21296062724616,1588032000000,2020-04-28,39,239024,148,61,4,8,8,0,1,9
33,33,KAB. SIDOARJO,-7.4512047218062865,112.69586321399267,1588118400000,2020-04-29,40,2282215,973,168,125,75,66,12,7,94
38,38,KAB. TULUNGAGUNG,-8.116547289753361,111.88804925989005,1588032000000,2020-04-28,39,1043182,260,680,56,18,0,0,4,22
11,11,KOTA BLITAR,-8.088439359617945,112.16471761299263,1588550400000,2020-05-04,45,142798,34,17,2,0,0,0,1,1
13,13,KOTA MADIUN,-7.629827777073628,111.53048106916656,1590710400000,2020-05-29,70,177399,116,1,1,2,2,0,2,4
9,9,KAB. KEDIRI,-7.830719424953522,112.0877702683505,1592524800000,2020-06-19,91,1580092,1888,139,115,146,34,10,31,187
37,37,KAB. TUBAN,-6.953242029177926,111.89401659172817,1588291200000,2020-05-01,42,1177016,150,140,13,3,3,1,0,4
23,23,KAB. MOJOKERTO,-7.550783444414615,112.48330294757099,1588896000000,2020-05-08,49,1126392,65,268,38,5,4,0,2,7
34,34,KAB. SITUBONDO,-7.801720977198466,114.05094649012064,1588204800000,2020-04-30,41,685776,106,44,6,4,1,0,8,12
22,22,KAB. MALANG,-8.12029261194341,112.63871983850048,1588723200000,2020-05-06,47,2619975,308,66,91,21,4,8,12,41
12,12,KOTA KEDIRI,-7.82664018443996,112.0130237671759,1587859200000,2020-04-26,37,289109,94,33,9,5,3,0,4,9
30,30,KAB. PROBOLINGGO,-7.868089582245424,113.31951875118548,1588464000000,2020-05-03,44,1174890,601,92,17,21,3,0,0,21
17,17,KOTA SURABAYA,-7.275337639307448,112.71363351653169,1588032000000,2020-04-28,39,2904751,880,931,674,263,138,54,75,392
29,29,KAB. PONOROGO,-7.932127182288878,111.49802415310549,1588291200000,2020-05-01,42,871825,171,69,13,7,7,0,2,9
14,14,KOTA MALANG,-7.973888408397212,112.63152711630734,1587945600000,2020-04-27,38,874890,174,234,92,6,0,0,8,14
28,28,KAB. PASURUAN,-7.744863580585447,112.8293823218661,1588464000000,2020-05-03,44,1637682,102,48,39,17,13,0,0,17
19,19,KAB. LUMAJANG,-8.125770943561417,113.13810760043462,1588636800000,2020-05-05,46,1044718,325,33,29,18,12,4,2,24
16,16,KOTA PASURUAN,-7.653908694784588,112.90350678883776,1587772800000,2020-04-25,36,201585,24,31,3,2,2,1,0,3
26,26,KAB. PACITAN,-8.126544974660256,111.1770213777301,1588723200000,2020-05-06,47,555984,101,43,1,6,6,0,0,6
32,32,KAB. SAMPANG,-7.0521583726368195,113.25464034634773,1588204800000,2020-04-30,41,989001,67,76,0,0,0,0,0,0
27,27,KAB. PAMEKASAN,-7.066837926822245,113.50218375760778,1588464000000,2020-05-03,44,888214,252,22,5,5,5,1,4,10
18,18,KAB. LAMONGAN,-7.133763623538353,112.29995716806015,1589673600000,2020-05-17,58,1189380,609,82,57,39,12,10,15,64
22,22,KAB. MALANG,-8.12029261194341,112.63871983850048,1588809600000,2020-05-07,48,2619975,308,69,98,22,3,8,12,42
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1595808000000,2020-07-27,129,1252020,357,0,11,32,19,24,179,235
24,24,KAB. NGANJUK,-7.597780502207114,111.93775681398986,1588809600000,2020-05-07,48,1057011,494,15,17,9,9,0,3,12
35,35,KAB. SUMENEP,-6.965092664272632,114.39756286532563,1588291200000,2020-05-01,42,1092387,30,40,0,5,5,0,0,5
2,2,KAB. BANYUWANGI,-8.365847665700583,114.20611422681587,1592524800000,2020-06-19,91,1617814,464,20,13,19,15,1,5,25
36,36,KAB. TRENGGALEK,-8.161734942800587,111.63119962848296,1588291200000,2020-05-01,42,697600,34,88,4,1,1,0,1,2
10,10,KOTA BATU,-7.8370150188904315,112.52901726202722,1588032000000,2020-04-28,39,209125,119,40,11,2,2,0,1,3
25,25,KAB. NGAWI,-7.438304681660863,111.3427864312792,1588550400000,2020-05-04,45,830134,241,27,3,0,0,0,1,1
15,15,KOTA MOJOKERTO,-7.469048431478218,112.43831158090602,1587859200000,2020-04-26,37,129891,2,125,1,0,0,0,0,0
21,21,KAB. MAGETAN,-7.663073134455289,111.35567933038956,1588636800000,2020-05-05,46,629020,57,77,12,36,1,1,11,48
6,6,KAB. GRESIK,-6.86732310199931,112.58723103428937,1592611200000,2020-06-20,92,1326420,300,185,251,348,348,46,68,462
20,20,KAB. MADIUN,-7.625293177261655,111.64444912366632,1588723200000,2020-05-06,47,683784,419,41,15,8,8,0,3,11
7,7,KAB. JEMBER,-8.237433005193287,113.6603278578234,1590192000000,2020-05-23,64,2459890,495,259,48,20,20,2,5,27
31,31,KOTA PROBOLINGGO,-7.778651716004378,113.21296062724616,1588118400000,2020-04-29,40,239024,158,68,3,8,8,0,1,9
33,33,KAB. SIDOARJO,-7.4512047218062865,112.69586321399267,1588204800000,2020-04-30,41,2282215,973,163,125,82,72,12,8,102
38,38,KAB. TULUNGAGUNG,-8.116547289753361,111.88804925989005,1588118400000,2020-04-29,40,1043182,260,635,54,18,0,0,4,22
11,11,KOTA BLITAR,-8.088439359617945,112.16471761299263,1588636800000,2020-05-05,46,142798,34,18,2,0,0,0,1,1
13,13,KOTA MADIUN,-7.629827777073628,111.53048106916656,1590796800000,2020-05-30,71,177399,117,1,1,2,2,0,2,4
13,13,KOTA MADIUN,-7.629827777073628,111.53048106916656,1590883200000,2020-05-31,72,177399,118,1,1,2,2,0,2,4
13,13,KOTA MADIUN,-7.629827777073628,111.53048106916656,1590969600000,2020-06-01,73,177399,117,1,1,3,3,0,2,5
9,9,KAB. KEDIRI,-7.830719424953522,112.0877702683505,1592611200000,2020-06-20,92,1580092,1888,139,121,145,33,10,32,187
30,30,KAB. PROBOLINGGO,-7.868089582245424,113.31951875118548,1588550400000,2020-05-04,45,1174890,701,98,13,21,3,0,0,21
17,17,KOTA SURABAYA,-7.275337639307448,112.71363351653169,1588118400000,2020-04-29,40,2904751,894,920,739,260,135,55,79,394
29,29,KAB. PONOROGO,-7.932127182288878,111.49802415310549,1588377600000,2020-05-02,43,871825,170,73,14,8,7,0,2,10
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1595894400000,2020-07-28,130,1252020,357,0,11,27,18,25,187,239
28,28,KAB. PASURUAN,-7.744863580585447,112.8293823218661,1588550400000,2020-05-04,45,1637682,102,48,43,17,12,0,0,17
19,19,KAB. LUMAJANG,-8.125770943561417,113.13810760043462,1588723200000,2020-05-06,47,1044718,325,31,31,19,13,4,2,25
25,25,KAB. NGAWI,-7.438304681660863,111.3427864312792,1588636800000,2020-05-05,46,830134,258,29,3,0,0,0,1,1
26,26,KAB. PACITAN,-8.126544974660256,111.1770213777301,1588809600000,2020-05-07,48,555984,100,39,1,7,6,0,0,7
32,32,KAB. SAMPANG,-7.0521583726368195,113.25464034634773,1588291200000,2020-05-01,42,989001,67,77,0,0,0,0,0,0
27,27,KAB. PAMEKASAN,-7.066837926822245,113.50218375760778,1588550400000,2020-05-04,45,888214,265,20,6,5,5,1,4,10
18,18,KAB. LAMONGAN,-7.133763623538353,112.29995716806015,1589760000000,2020-05-18,59,1189380,609,80,59,38,11,10,17,65
34,34,KAB. SITUBONDO,-7.801720977198466,114.05094649012064,1588291200000,2020-05-01,42,685776,106,50,6,4,1,0,8,12
37,37,KAB. TUBAN,-6.953242029177926,111.89401659172817,1588377600000,2020-05-02,43,1177016,165,144,13,3,3,1,0,4
23,23,KAB. MOJOKERTO,-7.550783444414615,112.48330294757099,1588982400000,2020-05-09,50,1126392,64,273,39,6,5,0,2,8
12,12,KOTA KEDIRI,-7.82664018443996,112.0130237671759,1587945600000,2020-04-27,38,289109,94,33,9,5,3,0,4,9
22,22,KAB. MALANG,-8.12029261194341,112.63871983850048,1588896000000,2020-05-08,49,2619975,307,74,103,21,2,9,13,43
14,14,KOTA MALANG,-7.973888408397212,112.63152711630734,1588032000000,2020-04-28,39,874890,174,231,90,8,0,0,8,16
24,24,KAB. NGANJUK,-7.597780502207114,111.93775681398986,1588896000000,2020-05-08,49,1057011,491,16,18,9,9,0,3,12
35,35,KAB. SUMENEP,-6.965092664272632,114.39756286532563,1588377600000,2020-05-02,43,1092387,35,40,0,5,5,0,0,5
36,36,KAB. TRENGGALEK,-8.161734942800587,111.63119962848296,1588377600000,2020-05-02,43,697600,34,89,2,1,1,0,1,2
10,10,KOTA BATU,-7.8370150188904315,112.52901726202722,1588118400000,2020-04-29,40,209125,120,42,10,2,2,0,1,3
25,25,KAB. NGAWI,-7.438304681660863,111.3427864312792,1588723200000,2020-05-06,47,830134,258,32,4,5,0,0,1,6
16,16,KOTA PASURUAN,-7.653908694784588,112.90350678883776,1587859200000,2020-04-26,37,201585,36,26,3,3,3,1,0,4
21,21,KAB. MAGETAN,-7.663073134455289,111.35567933038956,1588723200000,2020-05-06,47,629020,60,87,16,36,1,1,11,48
6,6,KAB. GRESIK,-6.86732310199931,112.58723103428937,1592697600000,2020-06-21,93,1326420,300,180,253,350,350,47,69,466
20,20,KAB. MADIUN,-7.625293177261655,111.64444912366632,1588809600000,2020-05-07,48,683784,419,37,16,9,9,0,3,12
7,7,KAB. JEMBER,-8.237433005193287,113.6603278578234,1590278400000,2020-05-24,65,2459890,505,260,46,21,17,2,5,28
31,31,KOTA PROBOLINGGO,-7.778651716004378,113.21296062724616,1588204800000,2020-04-30,41,239024,175,67,3,8,8,0,1,9
33,33,KAB. SIDOARJO,-7.4512047218062865,112.69586321399267,1588291200000,2020-05-01,42,2282215,1014,167,118,90,81,12,8,110
38,38,KAB. TULUNGAGUNG,-8.116547289753361,111.88804925989005,1588204800000,2020-04-30,41,1043182,303,638,48,18,0,0,4,22
11,11,KOTA BLITAR,-8.088439359617945,112.16471761299263,1588723200000,2020-05-06,47,142798,34,16,2,0,0,0,1,1
13,13,KOTA MADIUN,-7.629827777073628,111.53048106916656,1591056000000,2020-06-02,74,177399,120,1,3,3,3,0,2,5
9,9,KAB. KEDIRI,-7.830719424953522,112.0877702683505,1592697600000,2020-06-21,93,1580092,1898,122,80,145,33,10,32,187
12,12,KOTA KEDIRI,-7.82664018443996,112.0130237671759,1588032000000,2020-04-28,39,289109,94,29,9,5,3,0,4,9
30,30,KAB. PROBOLINGGO,-7.868089582245424,113.31951875118548,1588636800000,2020-05-05,46,1174890,705,100,14,22,3,0,0,22
17,17,KOTA SURABAYA,-7.275337639307448,112.71363351653169,1588204800000,2020-04-30,41,2904751,1017,903,745,300,168,57,81,438
29,29,KAB. PONOROGO,-7.932127182288878,111.49802415310549,1588464000000,2020-05-03,44,871825,173,65,15,8,8,0,2,10
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1595980800000,2020-07-29,131,1252020,357,0,12,26,16,26,189,241
28,28,KAB. PASURUAN,-7.744863580585447,112.8293823218661,1588636800000,2020-05-05,46,1637682,102,52,43,15,14,0,4,19
2,2,KAB. BANYUWANGI,-8.365847665700583,114.20611422681587,1592611200000,2020-06-20,92,1617814,471,18,13,19,15,1,5,25
19,19,KAB. LUMAJANG,-8.125770943561417,113.13810760043462,1588809600000,2020-05-07,48,1044718,324,30,31,18,11,4,4,26
15,15,KOTA MOJOKERTO,-7.469048431478218,112.43831158090602,1587945600000,2020-04-27,38,129891,2,122,1,0,0,0,0,0
26,26,KAB. PACITAN,-8.126544974660256,111.1770213777301,1588896000000,2020-05-08,49,555984,102,34,1,7,6,0,0,7
32,32,KAB. SAMPANG,-7.0521583726368195,113.25464034634773,1588377600000,2020-05-02,43,989001,67,77,0,0,0,0,0,0
27,27,KAB. PAMEKASAN,-7.066837926822245,113.50218375760778,1588636800000,2020-05-05,46,888214,280,23,7,5,5,1,4,10
18,18,KAB. LAMONGAN,-7.133763623538353,112.29995716806015,1589846400000,2020-05-19,60,1189380,607,89,64,40,11,10,17,67
34,34,KAB. SITUBONDO,-7.801720977198466,114.05094649012064,1588377600000,2020-05-02,43,685776,106,50,9,4,1,0,8,12
37,37,KAB. TUBAN,-6.953242029177926,111.89401659172817,1588464000000,2020-05-03,44,1177016,203,146,15,3,3,1,0,4
23,23,KAB. MOJOKERTO,-7.550783444414615,112.48330294757099,1589068800000,2020-05-10,51,1126392,65,258,38,6,5,0,2,8
14,14,KOTA MALANG,-7.973888408397212,112.63152711630734,1588118400000,2020-04-29,40,874890,182,188,85,8,0,0,8,16
24,24,KAB. NGANJUK,-7.597780502207114,111.93775681398986,1588982400000,2020-05-09,50,1057011,491,15,18,11,11,0,3,14
36,36,KAB. TRENGGALEK,-8.161734942800587,111.63119962848296,1588464000000,2020-05-03,44,697600,34,79,2,1,1,0,1,2
35,35,KAB. SUMENEP,-6.965092664272632,114.39756286532563,1588464000000,2020-05-03,44,1092387,35,48,0,5,5,0,0,5
10,10,KOTA BATU,-7.8370150188904315,112.52901726202722,1588204800000,2020-04-30,41,209125,170,45,10,2,2,0,1,3
25,25,KAB. NGAWI,-7.438304681660863,111.3427864312792,1588809600000,2020-05-07,48,830134,259,29,3,5,0,0,1,6
16,16,KOTA PASURUAN,-7.653908694784588,112.90350678883776,1587945600000,2020-04-27,38,201585,39,27,3,3,3,1,0,4
21,21,KAB. MAGETAN,-7.663073134455289,111.35567933038956,1588809600000,2020-05-07,48,629020,60,87,14,37,1,2,11,50
6,6,KAB. GRESIK,-6.86732310199931,112.58723103428937,1592784000000,2020-06-22,94,1326420,300,183,258,362,362,49,72,483
20,20,KAB. MADIUN,-7.625293177261655,111.64444912366632,1588896000000,2020-05-08,49,683784,496,32,8,10,10,0,3,13
7,7,KAB. JEMBER,-8.237433005193287,113.6603278578234,1590364800000,2020-05-25,66,2459890,516,261,44,20,17,2,6,28
31,31,KOTA PROBOLINGGO,-7.778651716004378,113.21296062724616,1588291200000,2020-05-01,42,239024,181,62,4,8,8,0,1,9
33,33,KAB. SIDOARJO,-7.4512047218062865,112.69586321399267,1588377600000,2020-05-02,43,2282215,1067,169,124,91,82,12,8,111
38,38,KAB. TULUNGAGUNG,-8.116547289753361,111.88804925989005,1588291200000,2020-05-01,42,1043182,270,642,55,18,0,0,4,22
11,11,KOTA BLITAR,-8.088439359617945,112.16471761299263,1588809600000,2020-05-07,48,142798,34,11,2,0,0,0,1,1
13,13,KOTA MADIUN,-7.629827777073628,111.53048106916656,1591142400000,2020-06-03,75,177399,120,2,3,3,3,0,2,5
9,9,KAB. KEDIRI,-7.830719424953522,112.0877702683505,1592784000000,2020-06-22,94,1580092,1903,156,81,145,33,10,32,187
22,22,KAB. MALANG,-8.12029261194341,112.63871983850048,1588982400000,2020-05-09,50,2619975,213,64,104,22,2,9,13,44
12,12,KOTA KEDIRI,-7.82664018443996,112.0130237671759,1588118400000,2020-04-29,40,289109,94,24,8,5,2,0,4,9
30,30,KAB. PROBOLINGGO,-7.868089582245424,113.31951875118548,1588723200000,2020-05-06,47,1174890,701,101,16,22,4,0,0,22
17,17,KOTA SURABAYA,-7.275337639307448,112.71363351653169,1588291200000,2020-05-01,42,2904751,1008,930,777,353,181,62,81,496
29,29,KAB. PONOROGO,-7.932127182288878,111.49802415310549,1588550400000,2020-05-04,45,871825,172,62,16,8,8,0,3,11
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1596067200000,2020-07-30,132,1252020,357,0,13,26,18,26,191,243
28,28,KAB. PASURUAN,-7.744863580585447,112.8293823218661,1588723200000,2020-05-06,47,1637682,106,55,45,15,14,0,4,19
2,2,KAB. BANYUWANGI,-8.365847665700583,114.20611422681587,1592697600000,2020-06-21,93,1617814,471,11,12,17,14,1,7,25
19,19,KAB. LUMAJANG,-8.125770943561417,113.13810760043462,1588896000000,2020-05-08,49,1044718,330,29,34,18,11,4,4,26
15,15,KOTA MOJOKERTO,-7.469048431478218,112.43831158090602,1588032000000,2020-04-28,39,129891,2,125,1,0,0,0,0,0
26,26,KAB. PACITAN,-8.126544974660256,111.1770213777301,1588982400000,2020-05-09,50,555984,102,27,1,7,6,0,0,7
32,32,KAB. SAMPANG,-7.0521583726368195,113.25464034634773,1588464000000,2020-05-03,44,989001,67,52,0,0,0,0,0,0
27,27,KAB. PAMEKASAN,-7.066837926822245,113.50218375760778,1588723200000,2020-05-06,47,888214,280,29,6,5,5,1,4,10
31,31,KOTA PROBOLINGGO,-7.778651716004378,113.21296062724616,1588377600000,2020-05-02,43,239024,182,58,4,8,8,0,1,9
38,38,KAB. TULUNGAGUNG,-8.116547289753361,111.88804925989005,1588377600000,2020-05-02,43,1043182,328,642,56,18,0,0,4,22
18,18,KAB. LAMONGAN,-7.133763623538353,112.29995716806015,1589932800000,2020-05-20,61,1189380,621,88,61,41,12,10,17,68
34,34,KAB. SITUBONDO,-7.801720977198466,114.05094649012064,1588464000000,2020-05-03,44,685776,106,53,9,4,1,0,8,12
37,37,KAB. TUBAN,-6.953242029177926,111.89401659172817,1588550400000,2020-05-04,45,1177016,205,143,17,3,3,1,0,4
23,23,KAB. MOJOKERTO,-7.550783444414615,112.48330294757099,1589155200000,2020-05-11,52,1126392,65,256,41,7,5,0,2,9
14,14,KOTA MALANG,-7.973888408397212,112.63152711630734,1588204800000,2020-04-30,41,874890,189,181,87,9,0,0,8,17
24,24,KAB. NGANJUK,-7.597780502207114,111.93775681398986,1589068800000,2020-05-10,51,1057011,550,13,17,11,11,0,3,14
28,28,KAB. PASURUAN,-7.744863580585447,112.8293823218661,1588809600000,2020-05-07,48,1637682,141,61,43,17,14,0,4,21
36,36,KAB. TRENGGALEK,-8.161734942800587,111.63119962848296,1588550400000,2020-05-04,45,697600,34,76,2,1,1,0,1,2
10,10,KOTA BATU,-7.8370150188904315,112.52901726202722,1588291200000,2020-05-01,42,209125,173,53,13,2,2,0,1,3
35,35,KAB. SUMENEP,-6.965092664272632,114.39756286532563,1588550400000,2020-05-04,45,1092387,35,26,0,5,5,0,0,5
25,25,KAB. NGAWI,-7.438304681660863,111.3427864312792,1588896000000,2020-05-08,49,830134,261,29,3,5,0,0,1,6
16,16,KOTA PASURUAN,-7.653908694784588,112.90350678883776,1588032000000,2020-04-28,39,201585,48,28,2,4,4,1,0,5
21,21,KAB. MAGETAN,-7.663073134455289,111.35567933038956,1588896000000,2020-05-08,49,629020,68,91,18,37,1,2,11,50
6,6,KAB. GRESIK,-6.86732310199931,112.58723103428937,1592870400000,2020-06-23,95,1326420,300,176,262,388,388,53,74,515
20,20,KAB. MADIUN,-7.625293177261655,111.64444912366632,1588982400000,2020-05-09,50,683784,496,29,10,10,10,0,3,13
7,7,KAB. JEMBER,-8.237433005193287,113.6603278578234,1590451200000,2020-05-26,67,2459890,525,262,42,19,16,3,6,28
13,13,KOTA MADIUN,-7.629827777073628,111.53048106916656,1591228800000,2020-06-04,76,177399,121,2,1,3,3,0,2,5
9,9,KAB. KEDIRI,-7.830719424953522,112.0877702683505,1592870400000,2020-06-23,95,1580092,1903,162,83,142,34,10,38,190
22,22,KAB. MALANG,-8.12029261194341,112.63871983850048,1589068800000,2020-05-10,51,2619975,203,69,101,22,2,9,15,46
12,12,KOTA KEDIRI,-7.82664018443996,112.0130237671759,1588204800000,2020-04-30,41,289109,94,28,6,5,2,0,4,9
30,30,KAB. PROBOLINGGO,-7.868089582245424,113.31951875118548,1588809600000,2020-05-07,48,1174890,705,102,16,23,4,0,0,23
17,17,KOTA SURABAYA,-7.275337639307448,112.71363351653169,1588377600000,2020-05-02,43,2904751,1697,902,813,344,180,67,84,495
29,29,KAB. PONOROGO,-7.932127182288878,111.49802415310549,1588636800000,2020-05-05,46,871825,171,63,16,8,8,0,4,12
14,14,KOTA MALANG,-7.973888408397212,112.63152711630734,1588291200000,2020-05-01,42,874890,189,171,88,9,0,0,8,17
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1596153600000,2020-07-31,133,1252020,357,0,14,26,18,26,191,243
19,19,KAB. LUMAJANG,-8.125770943561417,113.13810760043462,1588982400000,2020-05-09,50,1044718,330,20,34,19,11,4,4,27
15,15,KOTA MOJOKERTO,-7.469048431478218,112.43831158090602,1588118400000,2020-04-29,40,129891,4,124,1,1,0,0,0,1
26,26,KAB. PACITAN,-8.126544974660256,111.1770213777301,1589068800000,2020-05-10,51,555984,100,22,3,9,6,0,0,9
32,32,KAB. SAMPANG,-7.0521583726368195,113.25464034634773,1588550400000,2020-05-04,45,989001,67,50,0,0,0,0,0,0
27,27,KAB. PAMEKASAN,-7.066837926822245,113.50218375760778,1588809600000,2020-05-07,48,888214,280,26,6,5,5,1,4,10
33,33,KAB. SIDOARJO,-7.4512047218062865,112.69586321399267,1588464000000,2020-05-03,44,2282215,1067,178,124,98,85,13,8,119
31,31,KOTA PROBOLINGGO,-7.778651716004378,113.21296062724616,1588464000000,2020-05-03,44,239024,182,58,4,8,8,0,1,9
11,11,KOTA BLITAR,-8.088439359617945,112.16471761299263,1588896000000,2020-05-08,49,142798,34,10,2,0,0,0,1,1
38,38,KAB. TULUNGAGUNG,-8.116547289753361,111.88804925989005,1588464000000,2020-05-03,44,1043182,328,642,66,19,0,0,4,23
18,18,KAB. LAMONGAN,-7.133763623538353,112.29995716806015,1590019200000,2020-05-21,62,1189380,622,87,60,43,13,10,17,70
34,34,KAB. SITUBONDO,-7.801720977198466,114.05094649012064,1588550400000,2020-05-04,45,685776,106,32,7,4,1,0,8,12
37,37,KAB. TUBAN,-6.953242029177926,111.89401659172817,1588636800000,2020-05-05,46,1177016,206,143,16,3,3,1,0,4
23,23,KAB. MOJOKERTO,-7.550783444414615,112.48330294757099,1589241600000,2020-05-12,53,1126392,65,256,41,7,5,0,2,9
2,2,KAB. BANYUWANGI,-8.365847665700583,114.20611422681587,1592784000000,2020-06-22,94,1617814,471,17,13,18,6,1,7,26
28,28,KAB. PASURUAN,-7.744863580585447,112.8293823218661,1588896000000,2020-05-08,49,1637682,141,63,47,15,14,0,4,19
36,36,KAB. TRENGGALEK,-8.161734942800587,111.63119962848296,1588636800000,2020-05-05,46,697600,34,69,2,1,1,0,1,2
10,10,KOTA BATU,-7.8370150188904315,112.52901726202722,1588377600000,2020-05-02,43,209125,174,58,14,2,2,0,1,3
35,35,KAB. SUMENEP,-6.965092664272632,114.39756286532563,1588636800000,2020-05-05,46,1092387,35,27,0,5,5,0,0,5
25,25,KAB. NGAWI,-7.438304681660863,111.3427864312792,1588982400000,2020-05-09,50,830134,263,22,3,5,5,0,1,6
16,16,KOTA PASURUAN,-7.653908694784588,112.90350678883776,1588118400000,2020-04-29,40,201585,54,28,2,4,4,1,0,5
21,21,KAB. MAGETAN,-7.663073134455289,111.35567933038956,1588982400000,2020-05-09,50,629020,69,89,19,37,2,2,11,50
6,6,KAB. GRESIK,-6.86732310199931,112.58723103428937,1592956800000,2020-06-24,96,1326420,300,178,297,402,402,55,77,534
20,20,KAB. MADIUN,-7.625293177261655,111.64444912366632,1589068800000,2020-05-10,51,683784,496,28,10,10,10,0,3,13
7,7,KAB. JEMBER,-8.237433005193287,113.6603278578234,1590537600000,2020-05-27,68,2459890,575,272,44,19,15,3,6,28
38,38,KAB. TULUNGAGUNG,-8.116547289753361,111.88804925989005,1588550400000,2020-05-04,45,1043182,328,642,68,19,0,0,4,23
13,13,KOTA MADIUN,-7.629827777073628,111.53048106916656,1591315200000,2020-06-05,77,177399,123,2,0,2,2,0,3,5
9,9,KAB. KEDIRI,-7.830719424953522,112.0877702683505,1592956800000,2020-06-24,96,1580092,1905,195,84,142,26,10,39,191
22,22,KAB. MALANG,-8.12029261194341,112.63871983850048,1589155200000,2020-05-11,52,2619975,203,76,104,23,2,9,15,47
12,12,KOTA KEDIRI,-7.82664018443996,112.0130237671759,1588291200000,2020-05-01,42,289109,98,25,6,3,0,0,6,9
30,30,KAB. PROBOLINGGO,-7.868089582245424,113.31951875118548,1588896000000,2020-05-08,49,1174890,705,100,17,23,4,0,0,23
17,17,KOTA SURABAYA,-7.275337639307448,112.71363351653169,1588464000000,2020-05-03,44,2904751,1673,805,697,399,206,71,84,554
29,29,KAB. PONOROGO,-7.932127182288878,111.49802415310549,1588723200000,2020-05-06,47,871825,176,58,13,8,8,0,4,12
24,24,KAB. NGANJUK,-7.597780502207114,111.93775681398986,1589155200000,2020-05-11,52,1057011,550,9,19,12,12,0,3,15
14,14,KOTA MALANG,-7.973888408397212,112.63152711630734,1588377600000,2020-05-02,43,874890,189,164,81,9,0,0,8,17
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1596240000000,2020-08-01,134,1252020,357,0,11,27,17,27,192,246
